season,week,team,stadium,mov,expected_mov,error,games_played,win,loss,tie,wins_l16,losses_l16,ties_l16,mov_l16,hfa_l16,wins_l80,losses_l80,ties_l80,mov_l80,hfa_l80,wins_all_time,losses_all_time,ties_all_time,mov_all_time,hfa_all_time
2006,1,ARI,PHO00,7.0,2.705,4.295,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,4.295,1.0,0.0,0.0,7.0,4.295,1.0,0.0,0.0,7.0,4.295
2006,2,ARI,PHO00,,,,,,,,1.0,0.0,0.0,7.0,4.295,1.0,0.0,0.0,7.0,4.295,1.0,0.0,0.0,7.0,4.295
2006,3,ARI,PHO00,-2.0,-3.527,1.527,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.5,2.911,1.0,1.0,0.0,2.5,2.911,1.0,1.0,0.0,2.5,2.911
2006,4,ARI,PHO00,,,,,,,,1.0,1.0,0.0,2.5,2.911,1.0,1.0,0.0,2.5,2.911,1.0,1.0,0.0,2.5,2.911
2006,5,ARI,PHO00,-3.0,-8.681,5.681,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.667,3.834,1.0,2.0,0.0,0.667,3.834,1.0,2.0,0.0,0.667,3.834
2006,6,ARI,PHO00,-1.0,-13.842,12.842,4.0,0.0,1.0,0.0,1.0,3.0,0.0,0.25,6.086,1.0,3.0,0.0,0.25,6.086,1.0,3.0,0.0,0.25,6.086
2006,7,ARI,PHO00,,,,,,,,1.0,3.0,0.0,0.25,6.086,1.0,3.0,0.0,0.25,6.086,1.0,3.0,0.0,0.25,6.086
2006,8,ARI,PHO00,,,,,,,,1.0,3.0,0.0,0.25,6.086,1.0,3.0,0.0,0.25,6.086,1.0,3.0,0.0,0.25,6.086
2006,9,ARI,PHO00,,,,,,,,1.0,3.0,0.0,0.25,6.086,1.0,3.0,0.0,0.25,6.086,1.0,3.0,0.0,0.25,6.086
2006,10,ARI,PHO00,-17.0,-9.486,-7.514,5.0,0.0,1.0,0.0,1.0,4.0,0.0,-3.2,3.366,1.0,4.0,0.0,-3.2,3.366,1.0,4.0,0.0,-3.2,3.366
2006,11,ARI,PHO00,7.0,-3.213,10.213,6.0,1.0,0.0,0.0,2.0,4.0,0.0,-1.5,4.507,2.0,4.0,0.0,-1.5,4.507,2.0,4.0,0.0,-1.5,4.507
2006,12,ARI,PHO00,,,,,,,,2.0,4.0,0.0,-1.5,4.507,2.0,4.0,0.0,-1.5,4.507,2.0,4.0,0.0,-1.5,4.507
2006,13,ARI,PHO00,,,,,,,,2.0,4.0,0.0,-1.5,4.507,2.0,4.0,0.0,-1.5,4.507,2.0,4.0,0.0,-1.5,4.507
2006,14,ARI,PHO00,6.0,-11.379,17.379,7.0,1.0,0.0,0.0,3.0,4.0,0.0,-0.429,6.346,3.0,4.0,0.0,-0.429,6.346,3.0,4.0,0.0,-0.429,6.346
2006,15,ARI,PHO00,-17.0,-12.259,-4.741,8.0,0.0,1.0,0.0,3.0,5.0,0.0,-2.5,4.96,3.0,5.0,0.0,-2.5,4.96,3.0,5.0,0.0,-2.5,4.96
2006,16,ARI,PHO00,,,,,,,,3.0,5.0,0.0,-2.5,4.96,3.0,5.0,0.0,-2.5,4.96,3.0,5.0,0.0,-2.5,4.96
2006,17,ARI,PHO00,,,,,,,,2.0,5.0,0.0,-3.857,5.055,3.0,5.0,0.0,-2.5,4.96,3.0,5.0,0.0,-2.5,4.96
2007,1,ARI,PHO00,,,,,,,,2.0,5.0,0.0,-3.857,5.055,3.0,5.0,0.0,-2.5,4.96,3.0,5.0,0.0,-2.5,4.96
2007,2,ARI,PHO00,3.0,-9.075,12.075,9.0,1.0,0.0,0.0,3.0,4.0,0.0,-3.143,6.562,4.0,5.0,0.0,-1.889,5.751,4.0,5.0,0.0,-1.889,5.751
2007,3,ARI,PHO00,,,,,,,,3.0,4.0,0.0,-3.143,6.562,4.0,5.0,0.0,-1.889,5.751,4.0,5.0,0.0,-1.889,5.751
2007,4,ARI,PHO00,7.0,-13.314,20.314,10.0,1.0,0.0,0.0,4.0,3.0,0.0,-1.714,8.653,5.0,5.0,0.0,-1.0,7.207,5.0,5.0,0.0,-1.0,7.207
2007,5,ARI,PHO00,,,,,,,,4.0,2.0,0.0,-1.833,7.954,5.0,5.0,0.0,-1.0,7.207,5.0,5.0,0.0,-1.0,7.207
2007,6,ARI,PHO00,-15.0,-0.546,-14.454,11.0,0.0,1.0,0.0,4.0,3.0,0.0,-3.714,4.753,5.0,6.0,0.0,-2.273,5.238,5.0,6.0,0.0,-2.273,5.238
2007,7,ARI,PHO00,,,,,,,,4.0,3.0,0.0,-3.714,4.753,5.0,6.0,0.0,-2.273,5.238,5.0,6.0,0.0,-2.273,5.238
2007,8,ARI,PHO00,,,,,,,,4.0,3.0,0.0,-3.714,4.753,5.0,6.0,0.0,-2.273,5.238,5.0,6.0,0.0,-2.273,5.238
2007,9,ARI,PHO00,,,,,,,,4.0,2.0,0.0,-1.5,6.798,5.0,6.0,0.0,-2.273,5.238,5.0,6.0,0.0,-2.273,5.238
2007,10,ARI,PHO00,10.0,-3.775,13.775,12.0,1.0,0.0,0.0,4.0,2.0,0.0,-1.0,7.391,6.0,6.0,0.0,-1.25,5.949,6.0,6.0,0.0,-1.25,5.949
2007,11,ARI,PHO00,,,,,,,,4.0,2.0,0.0,-1.0,7.391,6.0,6.0,0.0,-1.25,5.949,6.0,6.0,0.0,-1.25,5.949
2007,12,ARI,PHO00,-6.0,5.799,-11.799,13.0,0.0,1.0,0.0,4.0,3.0,0.0,-1.714,4.65,6.0,7.0,0.0,-1.615,4.584,6.0,7.0,0.0,-1.615,4.584
2007,13,ARI,PHO00,6.0,-3.617,9.617,14.0,1.0,0.0,0.0,4.0,3.0,0.0,-1.714,3.541,7.0,7.0,0.0,-1.071,4.944,7.0,7.0,0.0,-1.071,4.944
2007,14,ARI,PHO00,,,,,,,,4.0,2.0,0.0,0.833,4.921,7.0,7.0,0.0,-1.071,4.944,7.0,7.0,0.0,-1.071,4.944
2007,15,ARI,PHO00,,,,,,,,4.0,2.0,0.0,0.833,4.921,7.0,7.0,0.0,-1.071,4.944,7.0,7.0,0.0,-1.071,4.944
2007,16,ARI,PHO00,3.0,4.162,-1.162,15.0,1.0,0.0,0.0,5.0,2.0,0.0,1.143,4.052,8.0,7.0,0.0,-0.8,4.537,8.0,7.0,0.0,-0.8,4.537
2007,17,ARI,PHO00,29.0,3.018,25.982,16.0,1.0,0.0,0.0,6.0,2.0,0.0,4.625,6.794,9.0,7.0,0.0,1.062,5.877,9.0,7.0,0.0,1.062,5.877
2008,1,ARI,PHO00,,,,,,,,5.0,2.0,0.0,4.857,6.039,9.0,7.0,0.0,1.062,5.877,9.0,7.0,0.0,1.062,5.877
2008,2,ARI,PHO00,21.0,5.286,15.714,17.0,1.0,0.0,0.0,6.0,2.0,0.0,6.875,7.248,10.0,7.0,0.0,2.235,6.456,10.0,7.0,0.0,2.235,6.456
2008,3,ARI,PHO00,,,,,,,,5.0,2.0,0.0,6.857,5.382,10.0,7.0,0.0,2.235,6.456,10.0,7.0,0.0,2.235,6.456
2008,4,ARI,PHO00,,,,,,,,5.0,2.0,0.0,6.857,5.382,10.0,7.0,0.0,2.235,6.456,10.0,7.0,0.0,2.235,6.456
2008,5,ARI,PHO00,24.0,-5.325,29.325,18.0,1.0,0.0,0.0,6.0,1.0,0.0,12.429,11.636,11.0,7.0,0.0,3.444,7.726,11.0,7.0,0.0,3.444,7.726
2008,6,ARI,PHO00,6.0,-7.05,13.05,19.0,1.0,0.0,0.0,7.0,1.0,0.0,11.625,11.813,12.0,7.0,0.0,3.579,8.006,12.0,7.0,0.0,3.579,8.006
2008,7,ARI,PHO00,,,,,,,,7.0,1.0,0.0,11.625,11.813,12.0,7.0,0.0,3.579,8.006,12.0,7.0,0.0,3.579,8.006
2008,8,ARI,PHO00,,,,,,,,7.0,1.0,0.0,11.625,11.813,12.0,7.0,0.0,3.579,8.006,12.0,7.0,0.0,3.579,8.006
2008,9,ARI,PHO00,,,,,,,,6.0,1.0,0.0,11.857,11.532,12.0,7.0,0.0,3.579,8.006,12.0,7.0,0.0,3.579,8.006
2008,10,ARI,PHO00,5.0,9.277,-4.277,20.0,1.0,0.0,0.0,7.0,1.0,0.0,11.0,9.556,13.0,7.0,0.0,3.65,7.392,13.0,7.0,0.0,3.65,7.392
2008,11,ARI,PHO00,,,,,,,,7.0,0.0,0.0,13.429,12.607,13.0,7.0,0.0,3.65,7.392,13.0,7.0,0.0,3.65,7.392
2008,12,ARI,PHO00,-8.0,-5.952,-2.048,21.0,0.0,1.0,0.0,6.0,1.0,0.0,11.429,10.941,13.0,8.0,0.0,3.095,6.943,13.0,8.0,0.0,3.095,6.943
2008,13,ARI,PHO00,,,,,,,,6.0,1.0,0.0,11.429,10.941,13.0,8.0,0.0,3.095,6.943,13.0,8.0,0.0,3.095,6.943
2008,14,ARI,PHO00,24.0,9.957,14.043,22.0,1.0,0.0,0.0,7.0,1.0,0.0,13.0,11.328,14.0,8.0,0.0,4.045,7.265,14.0,8.0,0.0,4.045,7.265
2008,15,ARI,PHO00,-21.0,-4.293,-16.707,23.0,0.0,1.0,0.0,6.0,2.0,0.0,10.0,9.385,14.0,9.0,0.0,2.957,6.223,14.0,9.0,0.0,2.957,6.223
2008,16,ARI,PHO00,,,,,,,,5.0,2.0,0.0,7.286,7.014,14.0,9.0,0.0,2.957,6.223,14.0,9.0,0.0,2.957,6.223
2008,17,ARI,PHO00,13.0,-0.306,13.306,24.0,1.0,0.0,0.0,6.0,2.0,0.0,8.0,7.801,15.0,9.0,0.0,3.375,6.518,15.0,9.0,0.0,3.375,6.518
2009,1,ARI,PHO00,-4.0,2.601,-6.601,25.0,0.0,1.0,0.0,5.0,3.0,0.0,4.875,5.011,15.0,10.0,0.0,3.08,5.993,15.0,10.0,0.0,3.08,5.993
2009,2,ARI,PHO00,,,,,,,,5.0,3.0,0.0,4.875,5.011,15.0,10.0,0.0,3.08,5.993,15.0,10.0,0.0,3.08,5.993
2009,3,ARI,PHO00,-21.0,-7.821,-13.179,26.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,2.99,15.0,11.0,0.0,2.154,5.256,15.0,11.0,0.0,2.154,5.256
2009,4,ARI,PHO00,,,,,,,,4.0,4.0,0.0,-0.75,-0.302,15.0,11.0,0.0,2.154,5.256,15.0,11.0,0.0,2.154,5.256
2009,5,ARI,PHO00,7.0,1.896,5.104,27.0,1.0,0.0,0.0,4.0,4.0,0.0,-0.625,-1.295,16.0,11.0,0.0,2.333,5.25,16.0,11.0,0.0,2.333,5.25
2009,6,ARI,PHO00,,,,,,,,4.0,4.0,0.0,-0.625,-1.295,16.0,11.0,0.0,2.333,5.25,16.0,11.0,0.0,2.333,5.25
2009,7,ARI,PHO00,,,,,,,,4.0,4.0,0.0,-0.625,-1.295,16.0,11.0,0.0,2.333,5.25,16.0,11.0,0.0,2.333,5.25
2009,8,ARI,PHO00,-13.0,6.367,-19.367,28.0,0.0,1.0,0.0,4.0,5.0,0.0,-2.0,-3.303,16.0,12.0,0.0,1.786,4.371,16.0,12.0,0.0,1.786,4.371
2009,9,ARI,PHO00,,,,,,,,3.0,5.0,0.0,-2.875,-3.181,16.0,12.0,0.0,1.786,4.371,16.0,12.0,0.0,1.786,4.371
2009,10,ARI,PHO00,11.0,6.678,4.322,29.0,1.0,0.0,0.0,4.0,5.0,0.0,-1.333,-2.347,17.0,12.0,0.0,2.103,4.369,17.0,12.0,0.0,2.103,4.369
2009,11,ARI,PHO00,,,,,,,,4.0,4.0,0.0,-0.5,-2.385,17.0,12.0,0.0,2.103,4.369,17.0,12.0,0.0,2.103,4.369
2009,12,ARI,PHO00,,,,,,,,4.0,4.0,0.0,-0.5,-2.385,17.0,12.0,0.0,2.103,4.369,17.0,12.0,0.0,2.103,4.369
2009,13,ARI,PHO00,13.0,-3.61,16.61,30.0,1.0,0.0,0.0,4.0,4.0,0.0,-1.875,-2.064,18.0,12.0,0.0,2.467,4.778,18.0,12.0,0.0,2.467,4.778
2009,14,ARI,PHO00,,,,,,,,4.0,3.0,0.0,0.857,0.028,18.0,12.0,0.0,2.467,4.778,18.0,12.0,0.0,2.467,4.778
2009,15,ARI,PHO00,,,,,,,,4.0,3.0,0.0,0.857,0.028,18.0,12.0,0.0,2.467,4.778,18.0,12.0,0.0,2.467,4.778
2009,16,ARI,PHO00,21.0,16.626,4.374,31.0,1.0,0.0,0.0,4.0,3.0,0.0,2.0,-1.248,19.0,12.0,0.0,3.065,4.764,19.0,12.0,0.0,3.065,4.764
2009,17,ARI,PHO00,-26.0,-0.525,-25.475,32.0,0.0,1.0,0.0,4.0,3.0,0.0,-1.143,-3.944,19.0,13.0,0.0,2.156,3.819,19.0,13.0,0.0,2.156,3.819
2010,1,ARI,PHO00,,,,,,,,4.0,3.0,0.0,-1.143,-3.944,19.0,13.0,0.0,2.156,3.819,19.0,13.0,0.0,2.156,3.819
2010,2,ARI,PHO00,,,,,,,,4.0,2.0,0.0,2.167,-2.405,19.0,13.0,0.0,2.156,3.819,19.0,13.0,0.0,2.156,3.819
2010,3,ARI,PHO00,1.0,9.843,-8.843,33.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,-3.325,20.0,13.0,0.0,2.121,3.436,20.0,13.0,0.0,2.121,3.436
2010,4,ARI,PHO00,,,,,,,,4.0,2.0,0.0,1.167,-4.73,20.0,13.0,0.0,2.121,3.436,20.0,13.0,0.0,2.121,3.436
2010,5,ARI,PHO00,10.0,-10.733,20.733,34.0,1.0,0.0,0.0,5.0,2.0,0.0,2.429,-1.092,21.0,13.0,0.0,2.353,3.945,21.0,13.0,0.0,2.353,3.945
2010,6,ARI,PHO00,,,,,,,,5.0,2.0,0.0,2.429,-1.092,21.0,13.0,0.0,2.353,3.945,21.0,13.0,0.0,2.353,3.945
2010,7,ARI,PHO00,,,,,,,,5.0,1.0,0.0,5.0,1.954,21.0,13.0,0.0,2.353,3.945,21.0,13.0,0.0,2.353,3.945
2010,8,ARI,PHO00,-3.0,0.914,-3.914,35.0,0.0,1.0,0.0,5.0,2.0,0.0,3.857,1.115,21.0,14.0,0.0,2.2,3.72,21.0,14.0,0.0,2.2,3.72
2010,9,ARI,PHO00,,,,,,,,4.0,2.0,0.0,2.667,0.581,21.0,14.0,0.0,2.2,3.72,21.0,14.0,0.0,2.2,3.72
2010,10,ARI,PHO00,-18.0,5.012,-23.012,36.0,0.0,1.0,0.0,4.0,3.0,0.0,-0.286,-2.79,21.0,15.0,0.0,1.639,2.977,21.0,15.0,0.0,1.639,2.977
2010,11,ARI,PHO00,,,,,,,,4.0,3.0,0.0,-0.286,-2.79,21.0,15.0,0.0,1.639,2.977,21.0,15.0,0.0,1.639,2.977
2010,12,ARI,PHO00,-21.0,0.359,-21.359,37.0,0.0,1.0,0.0,3.0,4.0,0.0,-5.143,-8.214,21.0,16.0,0.0,1.027,2.32,21.0,16.0,0.0,1.027,2.32
2010,13,ARI,PHO00,-13.0,3.161,-16.161,38.0,0.0,1.0,0.0,3.0,5.0,0.0,-6.125,-9.207,20.0,17.0,0.0,0.486,1.767,21.0,17.0,0.0,0.658,1.833
2010,14,ARI,PHO00,30.0,0.407,29.593,39.0,1.0,0.0,0.0,4.0,5.0,0.0,-2.111,-4.896,21.0,17.0,0.0,1.263,2.499,22.0,17.0,0.0,1.41,2.545
2010,15,ARI,PHO00,,,,,,,,3.0,5.0,0.0,-5.0,-6.055,21.0,16.0,0.0,1.351,2.525,22.0,17.0,0.0,1.41,2.545
2010,16,ARI,PHO00,1.0,-5.934,6.934,40.0,1.0,0.0,0.0,4.0,4.0,0.0,-1.625,-2.004,22.0,16.0,0.0,1.342,2.641,23.0,17.0,0.0,1.4,2.655
2010,17,ARI,PHO00,,,,,,,,4.0,4.0,0.0,-1.625,-2.004,22.0,15.0,0.0,1.459,2.559,23.0,17.0,0.0,1.4,2.655
2011,1,ARI,PHO00,7.0,1.423,5.577,41.0,1.0,0.0,0.0,5.0,4.0,0.0,-0.667,-1.161,23.0,14.0,0.0,1.676,2.363,24.0,17.0,0.0,1.537,2.726
2011,2,ARI,PHO00,,,,,,,,4.0,4.0,0.0,-0.875,-0.201,23.0,14.0,0.0,1.676,2.363,24.0,17.0,0.0,1.537,2.726
2011,3,ARI,PHO00,,,,,,,,4.0,4.0,0.0,-0.875,-0.201,23.0,14.0,0.0,1.676,2.363,24.0,17.0,0.0,1.537,2.726
2011,4,ARI,PHO00,-4.0,-7.947,3.947,42.0,0.0,1.0,0.0,3.0,5.0,0.0,-2.625,-2.299,23.0,15.0,0.0,1.526,2.405,24.0,18.0,0.0,1.405,2.755
2011,5,ARI,PHO00,,,,,,,,3.0,5.0,0.0,-2.625,-2.299,23.0,14.0,0.0,2.027,2.673,24.0,18.0,0.0,1.405,2.755
2011,6,ARI,PHO00,,,,,,,,3.0,5.0,0.0,-2.625,-2.299,22.0,14.0,0.0,1.889,2.463,24.0,18.0,0.0,1.405,2.755
2011,7,ARI,PHO00,-12.0,-14.312,2.312,43.0,0.0,1.0,0.0,3.0,5.0,0.0,-3.75,-1.521,22.0,15.0,0.0,1.514,2.459,24.0,19.0,0.0,1.093,2.745
2011,8,ARI,PHO00,,,,,,,,3.0,5.0,0.0,-3.75,-1.521,22.0,15.0,0.0,1.514,2.459,24.0,19.0,0.0,1.093,2.745
2011,9,ARI,PHO00,6.0,-1.153,7.153,44.0,1.0,0.0,0.0,4.0,4.0,0.0,-0.75,2.25,22.0,15.0,0.0,1.514,2.183,25.0,19.0,0.0,1.205,2.845
2011,10,ARI,PHO00,,,,,,,,4.0,4.0,0.0,-0.75,2.25,22.0,14.0,0.0,2.028,2.375,25.0,19.0,0.0,1.205,2.845
2011,11,ARI,PHO00,,,,,,,,4.0,3.0,0.0,2.143,5.622,22.0,14.0,0.0,2.028,2.375,25.0,19.0,0.0,1.205,2.845
2011,12,ARI,PHO00,,,,,,,,4.0,2.0,0.0,4.667,9.253,22.0,14.0,0.0,2.028,2.375,25.0,19.0,0.0,1.205,2.845
2011,13,ARI,PHO00,6.0,-8.335,14.335,45.0,1.0,0.0,0.0,4.0,2.0,0.0,0.667,6.71,23.0,14.0,0.0,2.135,2.698,26.0,19.0,0.0,1.311,3.1
2011,14,ARI,PHO00,2.0,-7.548,9.548,46.0,1.0,0.0,0.0,5.0,2.0,0.0,0.857,7.115,23.0,14.0,0.0,2.108,2.63,27.0,19.0,0.0,1.326,3.241
2011,15,ARI,PHO00,3.0,-1.829,4.829,47.0,1.0,0.0,0.0,5.0,2.0,0.0,1.143,6.814,24.0,14.0,0.0,2.132,2.688,28.0,19.0,0.0,1.362,3.274
2011,16,ARI,PHO00,,,,,,,,5.0,2.0,0.0,1.143,6.814,23.0,14.0,0.0,2.0,2.211,28.0,19.0,0.0,1.362,3.274
2011,17,ARI,PHO00,3.0,-4.103,7.103,48.0,1.0,0.0,0.0,5.0,2.0,0.0,0.571,7.032,24.0,14.0,0.0,2.026,2.34,29.0,19.0,0.0,1.396,3.354
2012,1,ARI,PHO00,4.0,-1.19,5.19,49.0,1.0,0.0,0.0,6.0,2.0,0.0,1.0,6.802,25.0,13.0,0.0,2.526,2.857,30.0,19.0,0.0,1.449,3.392
2012,2,ARI,PHO00,,,,,,,,6.0,2.0,0.0,1.0,6.802,25.0,13.0,0.0,2.526,2.857,30.0,19.0,0.0,1.449,3.392
2012,3,ARI,PHO00,21.0,-5.457,26.457,50.0,1.0,0.0,0.0,7.0,1.0,0.0,4.125,9.616,26.0,13.0,0.0,3.0,3.462,31.0,19.0,0.0,1.84,3.853
2012,4,ARI,PHO00,3.0,1.751,1.249,51.0,1.0,0.0,0.0,8.0,1.0,0.0,4.0,8.686,27.0,13.0,0.0,3.0,3.407,32.0,19.0,0.0,1.863,3.802
2012,5,ARI,PHO00,,,,,,,,8.0,1.0,0.0,4.0,8.686,26.0,13.0,0.0,2.821,3.141,32.0,19.0,0.0,1.863,3.802
2012,6,ARI,PHO00,-3.0,3.57,-6.57,52.0,0.0,1.0,0.0,8.0,1.0,0.0,5.0,7.699,26.0,14.0,0.0,2.675,2.898,32.0,20.0,0.0,1.769,3.602
2012,7,ARI,PHO00,,,,,,,,8.0,1.0,0.0,5.0,7.699,26.0,13.0,0.0,2.897,3.275,32.0,20.0,0.0,1.769,3.602
2012,8,ARI,PHO00,-21.0,-9.026,-11.974,53.0,0.0,1.0,0.0,7.0,2.0,0.0,2.0,5.574,25.0,14.0,0.0,2.205,2.722,32.0,21.0,0.0,1.34,3.309
2012,9,ARI,PHO00,,,,,,,,7.0,2.0,0.0,2.0,5.574,25.0,14.0,0.0,2.205,2.722,32.0,21.0,0.0,1.34,3.309
2012,10,ARI,PHO00,,,,,,,,7.0,2.0,0.0,2.0,5.574,25.0,14.0,0.0,2.205,2.722,32.0,21.0,0.0,1.34,3.309
2012,11,ARI,PHO00,,,,,,,,7.0,2.0,0.0,2.0,5.574,24.0,14.0,0.0,2.184,2.824,32.0,21.0,0.0,1.34,3.309
2012,12,ARI,PHO00,-14.0,3.471,-17.471,54.0,0.0,1.0,0.0,6.0,3.0,0.0,-0.222,2.04,23.0,15.0,0.0,1.053,1.68,32.0,22.0,0.0,1.056,2.924
2012,13,ARI,PHO00,,,,,,,,5.0,3.0,0.0,-0.5,1.102,23.0,15.0,0.0,1.053,1.68,32.0,22.0,0.0,1.056,2.924
2012,14,ARI,PHO00,,,,,,,,4.0,3.0,0.0,-1.0,0.569,22.0,15.0,0.0,0.514,1.301,32.0,22.0,0.0,1.056,2.924
2012,15,ARI,PHO00,28.0,-3.888,31.888,55.0,1.0,0.0,0.0,5.0,3.0,0.0,2.625,4.484,23.0,15.0,0.0,1.237,2.106,33.0,22.0,0.0,1.545,3.45
2012,16,ARI,PHO00,-15.0,-5.701,-9.299,56.0,0.0,1.0,0.0,4.0,4.0,0.0,0.375,2.434,23.0,16.0,0.0,0.821,1.813,33.0,23.0,0.0,1.25,3.223
2012,17,ARI,PHO00,,,,,,,,3.0,4.0,0.0,-0.143,2.04,22.0,16.0,0.0,0.211,1.089,33.0,23.0,0.0,1.25,3.223
2013,1,ARI,PHO00,,,,,,,,3.0,4.0,0.0,-0.143,2.04,21.0,16.0,0.0,0.054,0.766,33.0,23.0,0.0,1.25,3.223
2013,2,ARI,PHO00,4.0,-0.811,4.811,57.0,1.0,0.0,0.0,3.0,4.0,0.0,-2.571,-1.052,22.0,16.0,0.0,0.158,0.873,34.0,23.0,0.0,1.298,3.251
2013,3,ARI,PHO00,,,,,,,,2.0,4.0,0.0,-3.5,-1.436,22.0,16.0,0.0,0.158,0.873,34.0,23.0,0.0,1.298,3.251
2013,4,ARI,PHO00,,,,,,,,2.0,4.0,0.0,-3.5,-1.436,22.0,16.0,0.0,0.158,0.873,34.0,23.0,0.0,1.298,3.251
2013,5,ARI,PHO00,16.0,-5.742,21.742,58.0,1.0,0.0,0.0,3.0,3.0,0.0,-0.333,3.283,22.0,16.0,0.0,0.447,1.557,35.0,23.0,0.0,1.552,3.569
2013,6,ARI,PHO00,,,,,,,,3.0,3.0,0.0,-0.333,3.283,22.0,16.0,0.0,0.447,1.557,35.0,23.0,0.0,1.552,3.569
2013,7,ARI,PHO00,-12.0,-10.444,-1.556,59.0,0.0,1.0,0.0,3.0,3.0,0.0,1.167,5.019,22.0,16.0,0.0,0.342,1.57,35.0,24.0,0.0,1.322,3.482
2013,8,ARI,PHO00,14.0,-8.222,22.222,60.0,1.0,0.0,0.0,4.0,3.0,0.0,3.0,7.477,23.0,16.0,0.0,0.692,2.1,36.0,24.0,0.0,1.533,3.795
2013,9,ARI,PHO00,,,,,,,,4.0,3.0,0.0,3.0,7.477,22.0,16.0,0.0,0.079,1.786,36.0,24.0,0.0,1.533,3.795
2013,10,ARI,PHO00,3.0,1.638,1.362,61.0,1.0,0.0,0.0,5.0,3.0,0.0,3.0,6.712,23.0,15.0,0.0,0.711,2.261,37.0,24.0,0.0,1.557,3.755
2013,11,ARI,PHO00,,,,,,,,5.0,2.0,0.0,5.429,10.167,23.0,15.0,0.0,0.711,2.261,37.0,24.0,0.0,1.557,3.755
2013,12,ARI,PHO00,29.0,-2.84,31.84,62.0,1.0,0.0,0.0,6.0,2.0,0.0,8.375,12.876,23.0,15.0,0.0,1.132,2.749,38.0,24.0,0.0,2.0,4.208
2013,13,ARI,PHO00,,,,,,,,6.0,2.0,0.0,8.375,12.876,23.0,14.0,0.0,1.27,3.001,38.0,24.0,0.0,2.0,4.208
2013,14,ARI,PHO00,20.0,3.087,16.913,63.0,1.0,0.0,0.0,6.0,2.0,0.0,7.375,11.004,24.0,14.0,0.0,1.763,3.368,39.0,24.0,0.0,2.286,4.41
2013,15,ARI,PHO00,,,,,,,,6.0,1.0,0.0,10.571,13.905,24.0,13.0,0.0,2.378,3.815,39.0,24.0,0.0,2.286,4.41
2013,16,ARI,PHO00,,,,,,,,6.0,1.0,0.0,10.571,13.905,24.0,13.0,0.0,2.378,3.815,39.0,24.0,0.0,2.286,4.41
2013,17,ARI,PHO00,-3.0,-5.796,2.796,64.0,0.0,1.0,0.0,6.0,2.0,0.0,8.875,12.516,23.0,14.0,0.0,2.108,3.752,39.0,25.0,0.0,2.203,4.384
2014,1,ARI,PHO00,1.0,-0.451,1.451,65.0,1.0,0.0,0.0,6.0,2.0,0.0,8.5,12.096,24.0,14.0,0.0,2.079,3.692,40.0,25.0,0.0,2.185,4.339
2014,2,ARI,PHO00,,,,,,,,6.0,2.0,0.0,8.5,12.096,24.0,14.0,0.0,2.079,3.692,40.0,25.0,0.0,2.185,4.339
2014,3,ARI,PHO00,9.0,-6.803,15.803,66.0,1.0,0.0,0.0,7.0,2.0,0.0,8.556,12.508,25.0,13.0,0.0,2.658,4.617,41.0,25.0,0.0,2.288,4.513
2014,4,ARI,PHO00,,,,,,,,6.0,2.0,0.0,7.625,11.354,25.0,13.0,0.0,2.658,4.617,41.0,25.0,0.0,2.288,4.513
2014,5,ARI,PHO00,,,,,,,,6.0,2.0,0.0,7.625,11.354,24.0,13.0,0.0,2.432,4.625,41.0,25.0,0.0,2.288,4.513
2014,6,ARI,PHO00,10.0,13.256,-3.256,67.0,1.0,0.0,0.0,7.0,1.0,0.0,10.375,11.141,25.0,13.0,0.0,2.632,4.418,42.0,25.0,0.0,2.403,4.397
2014,7,ARI,PHO00,,,,,,,,6.0,1.0,0.0,9.857,9.558,25.0,13.0,0.0,2.632,4.418,42.0,25.0,0.0,2.403,4.397
2014,8,ARI,PHO00,4.0,1.449,2.551,68.0,1.0,0.0,0.0,7.0,1.0,0.0,9.125,8.683,25.0,13.0,0.0,2.395,4.048,43.0,25.0,0.0,2.426,4.37
2014,9,ARI,PHO00,,,,,,,,6.0,1.0,0.0,10.0,9.728,25.0,13.0,0.0,2.395,4.048,43.0,25.0,0.0,2.426,4.37
2014,10,ARI,PHO00,17.0,9.317,7.683,69.0,1.0,0.0,0.0,7.0,1.0,0.0,10.875,9.473,26.0,13.0,0.0,2.769,4.141,44.0,25.0,0.0,2.638,4.418
2014,11,ARI,PHO00,8.0,2.511,5.489,70.0,1.0,0.0,0.0,7.0,1.0,0.0,8.25,6.179,26.0,13.0,0.0,2.436,4.17,45.0,25.0,0.0,2.714,4.433
2014,12,ARI,PHO00,,,,,,,,7.0,1.0,0.0,8.25,6.179,26.0,12.0,0.0,3.184,4.95,45.0,25.0,0.0,2.714,4.433
2014,13,ARI,PHO00,,,,,,,,6.0,1.0,0.0,6.571,4.645,26.0,12.0,0.0,3.184,4.95,45.0,25.0,0.0,2.714,4.433
