season,week,team,stadium,mov,expected_mov,error,games_played,win,loss,tie,wins_l16,losses_l16,ties_l16,mov_l16,hfa_l16,wins_l80,losses_l80,ties_l80,mov_l80,hfa_l80,wins_all_time,losses_all_time,ties_all_time,mov_all_time,hfa_all_time
2004,12,MIN,MIN00,11.0,2.667,8.333,46.0,1.0,0.0,0.0,7.0,1.0,0.0,10.625,8.735,27.0,11.0,0.0,5.395,4.803,33.0,13.0,0.0,5.609,5.091
2004,13,MIN,MIN00,,,,,,,,6.0,1.0,0.0,8.286,5.7,26.0,11.0,0.0,5.459,4.876,33.0,13.0,0.0,5.609,5.091
2004,14,MIN,MIN00,-4.0,0.974,-4.974,47.0,0.0,1.0,0.0,6.0,2.0,0.0,6.75,4.366,25.0,12.0,0.0,5.189,4.72,33.0,14.0,0.0,5.404,4.877
2004,15,MIN,MIN00,,,,,,,,5.0,2.0,0.0,4.143,0.51,25.0,12.0,0.0,5.189,4.72,33.0,14.0,0.0,5.404,4.877
2004,16,MIN,MIN00,-3.0,-3.287,0.287,48.0,0.0,1.0,0.0,5.0,3.0,0.0,3.25,0.482,25.0,13.0,0.0,4.974,4.604,33.0,15.0,0.0,5.229,4.781
2004,17,MIN,MIN00,,,,,,,,4.0,3.0,0.0,1.143,-2.003,25.0,13.0,0.0,4.974,4.604,33.0,15.0,0.0,5.229,4.781
2005,1,MIN,MIN00,-11.0,2.151,-13.151,49.0,0.0,1.0,0.0,4.0,4.0,0.0,-0.375,-3.397,24.0,14.0,0.0,4.5,4.144,33.0,16.0,0.0,4.898,4.415
2005,2,MIN,MIN00,,,,,,,,3.0,4.0,0.0,-1.143,-3.968,24.0,14.0,0.0,4.5,4.144,33.0,16.0,0.0,4.898,4.415
2005,3,MIN,MIN00,17.0,-2.179,19.179,50.0,1.0,0.0,0.0,4.0,4.0,0.0,1.125,-1.075,24.0,14.0,0.0,4.842,4.649,34.0,16.0,0.0,5.14,4.711
2005,4,MIN,MIN00,,,,,,,,4.0,4.0,0.0,1.125,-1.075,24.0,14.0,0.0,4.842,4.649,34.0,16.0,0.0,5.14,4.711
2005,5,MIN,MIN00,,,,,,,,4.0,4.0,0.0,1.125,-1.075,24.0,14.0,0.0,4.842,4.649,34.0,16.0,0.0,5.14,4.711
2005,6,MIN,MIN00,,,,,,,,3.0,4.0,0.0,-1.143,-3.454,23.0,14.0,0.0,4.514,4.658,34.0,16.0,0.0,5.14,4.711
2005,7,MIN,MIN00,3.0,-6.645,9.645,51.0,1.0,0.0,0.0,4.0,3.0,0.0,2.286,2.01,23.0,14.0,0.0,4.216,4.771,35.0,16.0,0.0,5.098,4.807
2005,8,MIN,MIN00,,,,,,,,4.0,3.0,0.0,2.286,2.01,23.0,14.0,0.0,4.216,4.771,35.0,16.0,0.0,5.098,4.807
2005,9,MIN,MIN00,13.0,0.361,12.639,52.0,1.0,0.0,0.0,5.0,3.0,0.0,3.625,3.338,23.0,14.0,0.0,4.378,5.039,36.0,16.0,0.0,5.25,4.958
2005,10,MIN,MIN00,,,,,,,,4.0,3.0,0.0,3.714,4.565,23.0,14.0,0.0,4.378,5.039,36.0,16.0,0.0,5.25,4.958
2005,11,MIN,MIN00,,,,,,,,3.0,3.0,0.0,2.5,3.938,23.0,13.0,0.0,4.639,5.47,36.0,16.0,0.0,5.25,4.958
2005,12,MIN,MIN00,12.0,0.687,11.313,53.0,1.0,0.0,0.0,4.0,3.0,0.0,3.857,4.991,24.0,13.0,0.0,4.838,5.628,37.0,16.0,0.0,5.377,5.078
2005,13,MIN,MIN00,,,,,,,,4.0,2.0,0.0,5.167,6.652,24.0,12.0,0.0,5.278,6.12,37.0,16.0,0.0,5.377,5.078
2005,14,MIN,MIN00,14.0,6.266,7.734,54.0,1.0,0.0,0.0,5.0,2.0,0.0,6.429,6.807,25.0,12.0,0.0,5.514,6.163,38.0,16.0,0.0,5.537,5.127
2005,15,MIN,MIN00,-15.0,-8.929,-6.071,55.0,0.0,1.0,0.0,5.0,2.0,0.0,4.714,5.898,24.0,13.0,0.0,5.0,5.748,38.0,17.0,0.0,5.164,4.924
2005,16,MIN,MIN00,,,,,,,,5.0,2.0,0.0,4.714,5.898,24.0,13.0,0.0,5.0,5.748,38.0,17.0,0.0,5.164,4.924
2005,17,MIN,MIN00,24.0,-3.507,27.507,56.0,1.0,0.0,0.0,6.0,1.0,0.0,9.714,11.707,24.0,13.0,0.0,5.514,6.451,39.0,17.0,0.0,5.5,5.327
2006,1,MIN,MIN00,,,,,,,,6.0,1.0,0.0,9.714,11.707,23.0,13.0,0.0,5.056,5.842,39.0,17.0,0.0,5.5,5.327
2006,2,MIN,MIN00,3.0,-0.917,3.917,57.0,1.0,0.0,0.0,6.0,1.0,0.0,7.714,9.526,24.0,13.0,0.0,5.0,5.79,40.0,17.0,0.0,5.456,5.302
2006,3,MIN,MIN00,-3.0,-0.262,-2.738,58.0,0.0,1.0,0.0,6.0,2.0,0.0,6.375,7.993,24.0,14.0,0.0,4.789,5.566,40.0,18.0,0.0,5.31,5.163
2006,4,MIN,MIN00,,,,,,,,6.0,2.0,0.0,6.375,7.993,24.0,14.0,0.0,4.789,5.566,40.0,18.0,0.0,5.31,5.163
2006,5,MIN,MIN00,9.0,10.22,-1.22,59.0,1.0,0.0,0.0,7.0,2.0,0.0,6.667,6.97,24.0,14.0,0.0,4.711,5.136,41.0,18.0,0.0,5.373,5.055
2006,6,MIN,MIN00,,,,,,,,6.0,2.0,0.0,7.125,6.635,24.0,13.0,0.0,5.027,5.477,41.0,18.0,0.0,5.373,5.055
2006,7,MIN,MIN00,,,,,,,,6.0,2.0,0.0,7.125,6.635,24.0,13.0,0.0,5.027,5.477,41.0,18.0,0.0,5.373,5.055
2006,8,MIN,MIN00,-24.0,-6.356,-17.644,60.0,0.0,1.0,0.0,5.0,3.0,0.0,2.5,2.85,23.0,14.0,0.0,3.892,4.204,41.0,19.0,0.0,4.883,4.677
2006,9,MIN,MIN00,,,,,,,,5.0,3.0,0.0,2.5,2.85,23.0,14.0,0.0,3.892,4.204,41.0,19.0,0.0,4.883,4.677
2006,10,MIN,MIN00,-6.0,4.186,-10.186,61.0,0.0,1.0,0.0,5.0,4.0,0.0,1.556,1.401,23.0,14.0,0.0,4.541,4.666,41.0,20.0,0.0,4.705,4.433
2006,11,MIN,MIN00,,,,,,,,4.0,4.0,0.0,0.25,0.162,23.0,14.0,0.0,4.541,4.666,41.0,20.0,0.0,4.705,4.433
2006,12,MIN,MIN00,5.0,8.141,-3.141,62.0,1.0,0.0,0.0,5.0,4.0,0.0,0.778,-0.205,24.0,14.0,0.0,4.553,4.46,42.0,20.0,0.0,4.71,4.311
2006,13,MIN,MIN00,,,,,,,,4.0,4.0,0.0,-0.875,-1.197,24.0,14.0,0.0,4.553,4.46,42.0,20.0,0.0,4.71,4.311
2006,14,MIN,MIN00,,,,,,,,4.0,3.0,0.0,1.143,-0.501,24.0,13.0,0.0,4.838,4.863,42.0,20.0,0.0,4.71,4.311
2006,15,MIN,MIN00,-13.0,-0.664,-12.336,63.0,0.0,1.0,0.0,4.0,4.0,0.0,-0.625,-1.98,24.0,13.0,0.0,4.676,4.818,42.0,21.0,0.0,4.429,4.047
2006,16,MIN,MIN00,,,,,,,,3.0,4.0,0.0,-4.143,-6.193,24.0,13.0,0.0,4.676,4.818,42.0,21.0,0.0,4.429,4.047
2006,17,MIN,MIN00,-20.0,0.851,-20.851,64.0,0.0,1.0,0.0,3.0,5.0,0.0,-6.125,-8.025,24.0,14.0,0.0,4.026,4.142,42.0,22.0,0.0,4.047,3.658
2007,1,MIN,MIN00,21.0,-0.02,21.02,65.0,1.0,0.0,0.0,3.0,5.0,0.0,-3.875,-5.887,24.0,14.0,0.0,4.395,4.535,43.0,22.0,0.0,4.308,3.925
2007,2,MIN,MIN00,,,,,,,,3.0,4.0,0.0,-4.0,-6.337,24.0,14.0,0.0,4.395,4.535,43.0,22.0,0.0,4.308,3.925
2007,3,MIN,MIN00,,,,,,,,3.0,4.0,0.0,-4.0,-6.337,23.0,14.0,0.0,4.027,4.085,43.0,22.0,0.0,4.308,3.925
2007,4,MIN,MIN00,-7.0,-5.328,-1.672,66.0,0.0,1.0,0.0,2.0,5.0,0.0,-6.286,-6.401,23.0,15.0,0.0,3.737,3.933,43.0,23.0,0.0,4.136,3.84
2007,5,MIN,MIN00,,,,,,,,2.0,5.0,0.0,-6.286,-6.401,23.0,14.0,0.0,4.027,4.162,43.0,23.0,0.0,4.136,3.84
2007,6,MIN,MIN00,,,,,,,,2.0,5.0,0.0,-6.286,-6.401,22.0,14.0,0.0,3.861,3.638,43.0,23.0,0.0,4.136,3.84
2007,7,MIN,MIN00,,,,,,,,2.0,4.0,0.0,-3.333,-4.528,22.0,14.0,0.0,3.861,3.638,43.0,23.0,0.0,4.136,3.84
2007,8,MIN,MIN00,-7.0,-2.646,-4.354,67.0,0.0,1.0,0.0,2.0,5.0,0.0,-3.857,-4.503,22.0,14.0,0.0,3.833,3.557,43.0,24.0,0.0,3.97,3.718
2007,9,MIN,MIN00,18.0,-13.266,31.266,68.0,1.0,0.0,0.0,3.0,4.0,0.0,-0.429,1.419,23.0,14.0,0.0,4.216,4.306,44.0,24.0,0.0,4.176,4.123
2007,10,MIN,MIN00,,,,,,,,3.0,4.0,0.0,-0.429,1.419,23.0,14.0,0.0,4.216,4.306,44.0,24.0,0.0,4.176,4.123
2007,11,MIN,MIN00,7.0,7.323,-0.323,69.0,1.0,0.0,0.0,3.0,4.0,0.0,-0.143,1.821,23.0,14.0,0.0,4.324,4.0,45.0,24.0,0.0,4.217,4.059
2007,12,MIN,MIN00,,,,,,,,3.0,4.0,0.0,-0.143,1.821,23.0,14.0,0.0,4.324,4.0,45.0,24.0,0.0,4.217,4.059
2007,13,MIN,MIN00,32.0,3.701,28.299,70.0,1.0,0.0,0.0,4.0,4.0,0.0,3.875,5.131,24.0,14.0,0.0,5.053,4.639,46.0,24.0,0.0,4.614,4.405
2007,14,MIN,MIN00,,,,,,,,4.0,3.0,0.0,6.286,7.626,23.0,14.0,0.0,4.892,4.568,46.0,24.0,0.0,4.614,4.405
2007,15,MIN,MIN00,7.0,4.905,2.095,71.0,1.0,0.0,0.0,5.0,3.0,0.0,6.375,6.935,24.0,14.0,0.0,4.947,4.503,47.0,24.0,0.0,4.648,4.372
2007,16,MIN,MIN00,-11.0,6.533,-17.533,72.0,0.0,1.0,0.0,5.0,3.0,0.0,7.5,7.35,23.0,15.0,0.0,3.921,3.129,47.0,25.0,0.0,4.431,4.068
2007,17,MIN,MIN00,,,,,,,,4.0,3.0,0.0,5.571,5.397,23.0,15.0,0.0,3.921,3.129,47.0,25.0,0.0,4.431,4.068
2008,1,MIN,MIN00,,,,,,,,4.0,3.0,0.0,5.571,5.397,23.0,15.0,0.0,3.921,3.129,47.0,25.0,0.0,4.431,4.068
2008,2,MIN,MIN00,-3.0,-10.817,7.817,73.0,0.0,1.0,0.0,4.0,4.0,0.0,4.5,5.699,22.0,16.0,0.0,3.632,3.105,47.0,26.0,0.0,4.329,4.119
2008,3,MIN,MIN00,10.0,-3.335,13.335,74.0,1.0,0.0,0.0,5.0,3.0,0.0,6.625,7.575,23.0,15.0,0.0,4.211,3.879,48.0,26.0,0.0,4.405,4.244
2008,4,MIN,MIN00,,,,,,,,5.0,3.0,0.0,6.625,7.575,23.0,14.0,0.0,4.405,4.074,48.0,26.0,0.0,4.405,4.244
2008,5,MIN,MIN00,,,,,,,,5.0,3.0,0.0,6.625,7.575,23.0,14.0,0.0,4.405,4.074,48.0,26.0,0.0,4.405,4.244
2008,6,MIN,MIN00,2.0,8.081,-6.081,75.0,1.0,0.0,0.0,6.0,3.0,0.0,6.111,6.058,24.0,14.0,0.0,4.342,3.807,49.0,26.0,0.0,4.373,4.106
2008,7,MIN,MIN00,,,,,,,,6.0,2.0,0.0,7.75,7.359,23.0,14.0,0.0,4.189,3.883,49.0,26.0,0.0,4.373,4.106
2008,8,MIN,MIN00,,,,,,,,5.0,2.0,0.0,6.286,3.944,23.0,14.0,0.0,4.189,3.883,49.0,26.0,0.0,4.373,4.106
2008,9,MIN,MIN00,7.0,-1.512,8.512,76.0,1.0,0.0,0.0,6.0,2.0,0.0,6.375,4.515,23.0,14.0,0.0,3.649,3.302,50.0,26.0,0.0,4.408,4.164
2008,10,MIN,MIN00,1.0,-4.372,5.372,77.0,1.0,0.0,0.0,6.0,2.0,0.0,5.625,5.227,24.0,14.0,0.0,3.579,3.357,51.0,26.0,0.0,4.364,4.18
2008,11,MIN,MIN00,,,,,,,,6.0,2.0,0.0,5.625,5.227,23.0,14.0,0.0,3.0,2.6,51.0,26.0,0.0,4.364,4.18
2008,12,MIN,MIN00,,,,,,,,5.0,2.0,0.0,1.857,1.931,23.0,14.0,0.0,3.0,2.6,51.0,26.0,0.0,4.364,4.18
2008,13,MIN,MIN00,20.0,-1.329,21.329,78.0,1.0,0.0,0.0,6.0,2.0,0.0,4.125,4.356,23.0,14.0,0.0,3.054,2.693,52.0,26.0,0.0,4.564,4.4
2008,14,MIN,MIN00,,,,,,,,5.0,2.0,0.0,3.714,4.679,23.0,14.0,0.0,3.054,2.693,52.0,26.0,0.0,4.564,4.4
2008,15,MIN,MIN00,,,,,,,,5.0,1.0,0.0,6.167,8.381,22.0,14.0,0.0,3.0,2.751,52.0,26.0,0.0,4.564,4.4
2008,16,MIN,MIN00,-7.0,5.342,-12.342,79.0,0.0,1.0,0.0,5.0,2.0,0.0,4.286,5.42,22.0,15.0,0.0,2.73,2.344,52.0,27.0,0.0,4.418,4.188
2008,17,MIN,MIN00,1.0,-2.247,3.247,80.0,1.0,0.0,0.0,6.0,2.0,0.0,3.875,5.149,23.0,15.0,0.0,2.684,2.367,53.0,27.0,0.0,4.375,4.176
2009,1,MIN,MIN00,,,,,,,,6.0,1.0,0.0,4.857,4.767,23.0,15.0,0.0,2.684,2.367,53.0,27.0,0.0,4.375,4.176
2009,2,MIN,MIN00,,,,,,,,5.0,1.0,0.0,4.0,3.339,22.0,15.0,0.0,2.297,2.01,53.0,27.0,0.0,4.375,4.176
2009,3,MIN,MIN00,3.0,5.885,-2.885,81.0,1.0,0.0,0.0,6.0,1.0,0.0,3.857,2.45,23.0,14.0,0.0,2.946,2.705,54.0,27.0,0.0,4.358,4.089
2009,4,MIN,MIN00,7.0,3.177,3.823,82.0,1.0,0.0,0.0,7.0,1.0,0.0,4.25,2.622,24.0,14.0,0.0,3.053,2.735,55.0,27.0,0.0,4.39,4.086
2009,5,MIN,MIN00,,,,,,,,6.0,1.0,0.0,4.571,3.865,24.0,14.0,0.0,3.053,2.735,55.0,27.0,0.0,4.39,4.086
2009,6,MIN,MIN00,2.0,-2.116,4.116,83.0,1.0,0.0,0.0,7.0,1.0,0.0,4.25,3.896,24.0,14.0,0.0,3.026,2.981,56.0,27.0,0.0,4.361,4.086
2009,7,MIN,MIN00,,,,,,,,7.0,1.0,0.0,4.25,3.896,23.0,14.0,0.0,2.811,2.836,56.0,27.0,0.0,4.361,4.086
2009,8,MIN,MIN00,,,,,,,,6.0,1.0,0.0,3.857,3.237,23.0,14.0,0.0,2.811,2.836,56.0,27.0,0.0,4.361,4.086
2009,9,MIN,MIN00,,,,,,,,5.0,1.0,0.0,4.333,2.881,23.0,13.0,0.0,3.0,3.053,56.0,27.0,0.0,4.361,4.086
2009,10,MIN,MIN00,17.0,19.135,-2.135,84.0,1.0,0.0,0.0,6.0,1.0,0.0,6.143,2.165,24.0,13.0,0.0,3.378,2.913,57.0,27.0,0.0,4.512,4.012
2009,11,MIN,MIN00,26.0,10.293,15.707,85.0,1.0,0.0,0.0,7.0,1.0,0.0,8.625,3.858,25.0,12.0,0.0,4.162,3.33,58.0,27.0,0.0,4.765,4.15
2009,12,MIN,MIN00,26.0,9.303,16.697,86.0,1.0,0.0,0.0,7.0,1.0,0.0,9.375,3.278,26.0,12.0,0.0,4.737,3.682,59.0,27.0,0.0,5.012,4.295
2009,13,MIN,MIN00,,,,,,,,7.0,1.0,0.0,9.375,3.278,26.0,11.0,0.0,5.162,4.137,59.0,27.0,0.0,5.012,4.295
2009,14,MIN,MIN00,20.0,2.428,17.572,87.0,1.0,0.0,0.0,8.0,1.0,0.0,10.556,4.867,27.0,11.0,0.0,5.553,4.49,60.0,27.0,0.0,5.184,4.448
2009,15,MIN,MIN00,,,,,,,,8.0,0.0,0.0,12.75,7.018,26.0,11.0,0.0,5.243,4.093,60.0,27.0,0.0,5.184,4.448
2009,16,MIN,MIN00,,,,,,,,7.0,0.0,0.0,14.429,7.556,26.0,11.0,0.0,5.243,4.093,60.0,27.0,0.0,5.184,4.448
2009,17,MIN,MIN00,37.0,1.233,35.767,88.0,1.0,0.0,0.0,8.0,0.0,0.0,17.25,11.083,27.0,11.0,0.0,6.079,4.927,61.0,27.0,0.0,5.545,4.804
2010,1,MIN,MIN00,,,,,,,,8.0,0.0,0.0,17.25,11.083,27.0,11.0,0.0,6.079,4.927,61.0,27.0,0.0,5.545,4.804
2010,2,MIN,MIN00,-4.0,4.85,-8.85,89.0,0.0,1.0,0.0,7.0,1.0,0.0,16.375,10.337,26.0,12.0,0.0,5.895,4.44,61.0,28.0,0.0,5.438,4.651
2010,3,MIN,MIN00,14.0,17.44,-3.44,90.0,1.0,0.0,0.0,7.0,1.0,0.0,17.25,9.429,27.0,12.0,0.0,6.103,4.238,62.0,28.0,0.0,5.533,4.561
2010,4,MIN,MIN00,,,,,,,,7.0,1.0,0.0,17.25,9.429,26.0,12.0,0.0,5.921,4.017,62.0,28.0,0.0,5.533,4.561
2010,5,MIN,MIN00,,,,,,,,6.0,1.0,0.0,19.429,10.188,26.0,12.0,0.0,5.921,4.017,62.0,28.0,0.0,5.533,4.561
2010,6,MIN,MIN00,3.0,-1.459,4.459,91.0,1.0,0.0,0.0,7.0,1.0,0.0,17.375,9.472,27.0,12.0,0.0,5.846,4.028,63.0,28.0,0.0,5.505,4.56
2010,7,MIN,MIN00,,,,,,,,7.0,1.0,0.0,17.375,9.472,26.0,12.0,0.0,5.684,3.837,63.0,28.0,0.0,5.505,4.56
2010,8,MIN,MIN00,,,,,,,,7.0,1.0,0.0,17.375,9.472,26.0,12.0,0.0,5.684,3.837,63.0,28.0,0.0,5.505,4.56
2010,9,MIN,MIN00,3.0,2.28,0.72,92.0,1.0,0.0,0.0,7.0,1.0,0.0,15.625,9.829,26.0,12.0,0.0,5.395,3.652,64.0,28.0,0.0,5.478,4.518
2010,10,MIN,MIN00,,,,,,,,6.0,1.0,0.0,14.143,8.989,26.0,11.0,0.0,5.946,3.915,64.0,28.0,0.0,5.478,4.518
2010,11,MIN,MIN00,-28.0,-4.486,-23.514,93.0,0.0,1.0,0.0,5.0,2.0,0.0,6.429,3.245,26.0,12.0,0.0,5.053,3.193,64.0,29.0,0.0,5.118,4.216
2010,12,MIN,MIN00,,,,,,,,5.0,2.0,0.0,6.429,3.245,25.0,12.0,0.0,4.541,2.536,64.0,29.0,0.0,5.118,4.216
2010,13,MIN,MIN00,24.0,2.99,21.01,94.0,1.0,0.0,0.0,5.0,2.0,0.0,7.0,3.736,26.0,12.0,0.0,5.053,3.022,65.0,29.0,0.0,5.319,4.395
2010,14,MIN,MIN00,,,,,,,,5.0,2.0,0.0,7.0,3.736,25.0,12.0,0.0,5.108,2.998,65.0,29.0,0.0,5.319,4.395
2010,15,MIN,MIN00,,,,,,,,5.0,2.0,0.0,7.0,3.736,25.0,11.0,0.0,5.333,3.157,65.0,29.0,0.0,5.319,4.395
2010,16,MIN,MIN00,,,,,,,,4.0,2.0,0.0,2.0,-1.602,25.0,11.0,0.0,5.333,3.157,65.0,29.0,0.0,5.319,4.395
2010,17,MIN,MIN00,,,,,,,,4.0,2.0,0.0,2.0,-1.602,24.0,11.0,0.0,5.229,3.282,65.0,29.0,0.0,5.319,4.395
2011,1,MIN,MIN00,,,,,,,,4.0,1.0,0.0,3.2,-0.153,24.0,11.0,0.0,5.229,3.282,65.0,29.0,0.0,5.319,4.395
2011,2,MIN,MIN00,-4.0,-0.254,-3.746,95.0,0.0,1.0,0.0,3.0,2.0,0.0,-0.4,-0.214,24.0,12.0,0.0,4.972,3.087,65.0,30.0,0.0,5.221,4.309
2011,3,MIN,MIN00,-3.0,2.268,-5.268,96.0,0.0,1.0,0.0,3.0,3.0,0.0,-0.833,-1.056,24.0,12.0,0.0,5.556,3.431,65.0,31.0,0.0,5.135,4.21
2011,4,MIN,MIN00,,,,,,,,3.0,3.0,0.0,-0.833,-1.056,24.0,12.0,0.0,5.556,3.431,65.0,31.0,0.0,5.135,4.21
2011,5,MIN,MIN00,24.0,3.675,20.325,97.0,1.0,0.0,0.0,3.0,3.0,0.0,2.667,1.588,25.0,11.0,0.0,6.389,4.278,66.0,31.0,0.0,5.33,4.376
2011,6,MIN,MIN00,,,,,,,,3.0,3.0,0.0,2.667,1.588,25.0,11.0,0.0,6.389,4.278,66.0,31.0,0.0,5.33,4.376
2011,7,MIN,MIN00,-6.0,-14.422,8.422,98.0,0.0,1.0,0.0,3.0,4.0,0.0,1.429,2.564,24.0,12.0,0.0,6.083,4.599,66.0,32.0,0.0,5.214,4.417
2011,8,MIN,MIN00,,,,,,,,2.0,4.0,0.0,1.167,2.872,24.0,12.0,0.0,6.083,4.599,66.0,32.0,0.0,5.214,4.417
2011,9,MIN,MIN00,,,,,,,,2.0,4.0,0.0,1.167,2.872,24.0,12.0,0.0,6.083,4.599,66.0,32.0,0.0,5.214,4.417
2011,10,MIN,MIN00,,,,,,,,2.0,3.0,0.0,7.0,8.149,24.0,11.0,0.0,6.629,5.083,66.0,32.0,0.0,5.214,4.417
2011,11,MIN,MIN00,-6.0,-2.691,-3.309,99.0,0.0,1.0,0.0,2.0,4.0,0.0,4.833,6.239,24.0,12.0,0.0,6.278,4.85,66.0,33.0,0.0,5.101,4.339
2011,12,MIN,MIN00,,,,,,,,1.0,4.0,0.0,1.0,3.285,24.0,11.0,0.0,7.029,5.585,66.0,33.0,0.0,5.101,4.339
2011,13,MIN,MIN00,-3.0,-0.89,-2.11,100.0,0.0,1.0,0.0,1.0,5.0,0.0,0.333,2.386,23.0,12.0,0.0,6.343,4.924,66.0,34.0,0.0,5.02,4.274
2011,14,MIN,MIN00,,,,,,,,1.0,5.0,0.0,0.333,2.386,23.0,12.0,0.0,6.343,4.924,66.0,34.0,0.0,5.02,4.274
2011,15,MIN,MIN00,-22.0,-12.572,-9.428,101.0,0.0,1.0,0.0,1.0,6.0,0.0,-2.857,0.698,23.0,13.0,0.0,5.556,4.525,66.0,35.0,0.0,4.752,4.139
2011,16,MIN,MIN00,,,,,,,,1.0,6.0,0.0,-2.857,0.698,23.0,12.0,0.0,5.914,4.702,66.0,35.0,0.0,4.752,4.139
2011,17,MIN,MIN00,-4.0,-6.023,2.023,102.0,0.0,1.0,0.0,1.0,7.0,0.0,-3.0,0.864,23.0,13.0,0.0,5.639,4.628,66.0,36.0,0.0,4.667,4.118
2012,1,MIN,MIN00,3.0,0.327,2.673,103.0,1.0,0.0,0.0,2.0,6.0,0.0,-2.125,1.666,24.0,13.0,0.0,5.568,4.575,67.0,36.0,0.0,4.65,4.104
2012,2,MIN,MIN00,,,,,,,,2.0,5.0,0.0,-2.0,2.657,24.0,13.0,0.0,5.568,4.575,67.0,36.0,0.0,4.65,4.104
2012,3,MIN,MIN00,11.0,-11.395,22.395,104.0,1.0,0.0,0.0,3.0,5.0,0.0,-0.375,5.124,25.0,12.0,0.0,6.054,5.298,68.0,36.0,0.0,4.712,4.28
2012,4,MIN,MIN00,,,,,,,,2.0,5.0,0.0,-3.857,2.952,24.0,12.0,0.0,5.722,4.576,68.0,36.0,0.0,4.712,4.28
2012,5,MIN,MIN00,23.0,0.835,22.165,105.0,1.0,0.0,0.0,3.0,5.0,0.0,-0.5,5.354,25.0,12.0,0.0,6.189,5.052,69.0,36.0,0.0,4.886,4.45
2012,6,MIN,MIN00,,,,,,,,3.0,4.0,0.0,0.286,4.916,24.0,12.0,0.0,6.167,5.201,69.0,36.0,0.0,4.886,4.45
2012,7,MIN,MIN00,7.0,1.32,5.68,106.0,1.0,0.0,0.0,4.0,4.0,0.0,1.125,5.011,25.0,12.0,0.0,6.189,5.214,70.0,36.0,0.0,4.906,4.462
2012,8,MIN,MIN00,-19.0,4.371,-23.371,107.0,0.0,1.0,0.0,4.0,5.0,0.0,-1.111,1.858,24.0,13.0,0.0,4.811,3.818,70.0,37.0,0.0,4.682,4.202
2012,9,MIN,MIN00,,,,,,,,4.0,5.0,0.0,-1.111,1.858,24.0,13.0,0.0,4.811,3.818,70.0,37.0,0.0,4.682,4.202
2012,10,MIN,MIN00,10.0,-4.163,14.163,108.0,1.0,0.0,0.0,5.0,4.0,0.0,0.667,3.799,24.0,13.0,0.0,4.892,4.144,71.0,37.0,0.0,4.731,4.294
2012,11,MIN,MIN00,,,,,,,,5.0,4.0,0.0,0.667,3.799,24.0,12.0,0.0,5.333,4.746,71.0,37.0,0.0,4.731,4.294
2012,12,MIN,MIN00,,,,,,,,5.0,3.0,0.0,1.125,4.538,24.0,12.0,0.0,5.333,4.746,71.0,37.0,0.0,4.731,4.294
2012,13,MIN,MIN00,,,,,,,,5.0,3.0,0.0,1.125,4.538,24.0,12.0,0.0,5.333,4.746,71.0,37.0,0.0,4.731,4.294
2012,14,MIN,MIN00,7.0,-6.934,13.934,109.0,1.0,0.0,0.0,6.0,2.0,0.0,4.75,7.458,25.0,11.0,0.0,5.611,4.916,72.0,37.0,0.0,4.752,4.382
2012,15,MIN,MIN00,,,,,,,,6.0,2.0,0.0,4.75,7.458,24.0,11.0,0.0,5.486,4.675,72.0,37.0,0.0,4.752,4.382
2012,16,MIN,MIN00,,,,,,,,6.0,1.0,0.0,6.0,8.234,24.0,11.0,0.0,5.486,4.675,72.0,37.0,0.0,4.752,4.382
2012,17,MIN,MIN00,3.0,-8.251,11.251,110.0,1.0,0.0,0.0,6.0,1.0,0.0,6.0,9.46,25.0,11.0,0.0,5.417,4.858,73.0,37.0,0.0,4.736,4.445
2013,1,MIN,MIN00,,,,,,,,6.0,1.0,0.0,6.0,9.46,24.0,11.0,0.0,5.514,5.17,73.0,37.0,0.0,4.736,4.445
2013,2,MIN,MIN00,,,,,,,,5.0,1.0,0.0,5.167,7.304,24.0,11.0,0.0,5.514,5.17,73.0,37.0,0.0,4.736,4.445
2013,3,MIN,MIN00,-4.0,9.823,-13.823,111.0,0.0,1.0,0.0,5.0,2.0,0.0,3.857,4.286,24.0,12.0,0.0,5.25,4.643,73.0,38.0,0.0,4.658,4.28
2013,4,MIN,MIN00,,,,,,,,4.0,2.0,0.0,0.667,1.306,23.0,12.0,0.0,5.2,4.532,73.0,38.0,0.0,4.658,4.28
2013,5,MIN,MIN00,,,,,,,,4.0,2.0,0.0,0.667,1.306,22.0,12.0,0.0,5.324,4.508,73.0,38.0,0.0,4.658,4.28
2013,6,MIN,MIN00,-25.0,-0.275,-24.725,112.0,0.0,1.0,0.0,3.0,3.0,0.0,-4.667,-3.762,22.0,13.0,0.0,4.457,3.672,73.0,39.0,0.0,4.393,4.021
2013,7,MIN,MIN00,,,,,,,,3.0,2.0,0.0,-1.8,0.16,22.0,13.0,0.0,4.457,3.672,73.0,39.0,0.0,4.393,4.021
2013,8,MIN,MIN00,-13.0,-10.319,-2.681,113.0,0.0,1.0,0.0,3.0,3.0,0.0,-3.667,-0.314,21.0,14.0,0.0,3.514,2.986,73.0,40.0,0.0,4.239,3.962
2013,9,MIN,MIN00,,,,,,,,2.0,3.0,0.0,-6.4,-3.209,21.0,14.0,0.0,3.514,2.986,73.0,40.0,0.0,4.239,3.962
