season,week,win,loss,tie,mov,error,wins_l16,losses_l16,ties_l16,mov_l16,hfa_l16,wins_l80,losses_l80,ties_l80,mov_l80,hfa_l80,wins_all_time,losses_all_time,ties_all_time,mov_all_time,hfa_all_time
2012,3,8,8,0,-1.438,0.748,137.0,102.0,0.0,3.524,3.293,692.0,513.0,1.0,2.723,2.845,1914.0,1427.0,2.0,2.598,2.757
2012,4,8,7,0,-2.733,-2.347,139.0,102.0,0.0,3.026,2.74,691.0,515.0,1.0,2.603,2.704,1922.0,1434.0,2.0,2.574,2.734
2012,5,8,6,0,3.786,5.61,136.0,106.0,0.0,2.696,2.824,694.0,512.0,1.0,2.668,2.8,1930.0,1440.0,2.0,2.579,2.747
2012,6,9,5,0,2.143,1.675,139.0,105.0,0.0,2.731,2.721,693.0,511.0,1.0,2.701,2.838,1939.0,1445.0,2.0,2.577,2.742
2012,7,8,5,0,2.615,2.878,137.0,107.0,0.0,2.634,2.638,692.0,509.0,1.0,2.708,2.877,1947.0,1450.0,2.0,2.577,2.743
2012,8,6,7,0,-3.462,-3.575,139.0,104.0,0.0,2.739,2.757,689.0,509.0,1.0,2.619,2.762,1953.0,1457.0,2.0,2.551,2.715
2012,9,7,7,0,-0.714,-1.602,140.0,101.0,0.0,2.683,2.701,687.0,509.0,1.0,2.524,2.655,1960.0,1464.0,2.0,2.537,2.697
2012,10,8,5,1,0.857,-0.759,138.0,102.0,1.0,2.308,2.379,685.0,508.0,2.0,2.473,2.579,1968.0,1469.0,3.0,2.53,2.682
2012,11,8,6,0,2.857,2.618,138.0,100.0,1.0,2.475,2.509,682.0,509.0,2.0,2.429,2.562,1976.0,1475.0,3.0,2.531,2.681
2012,12,7,9,0,0.438,4.183,137.0,101.0,1.0,2.369,2.587,678.0,513.0,2.0,2.367,2.515,1983.0,1484.0,3.0,2.522,2.688
2012,13,9,7,0,1.062,2.03,136.0,102.0,1.0,1.951,2.318,677.0,514.0,2.0,2.339,2.504,1992.0,1491.0,3.0,2.516,2.685
2012,14,10,6,0,8.938,8.424,139.0,99.0,1.0,2.553,2.638,681.0,511.0,2.0,2.498,2.627,2002.0,1497.0,3.0,2.543,2.709
2012,15,8,8,0,1.062,1.026,136.0,102.0,1.0,2.069,2.343,677.0,515.0,2.0,2.423,2.605,2010.0,1505.0,3.0,2.537,2.702
2012,16,6,10,0,2.875,3.937,133.0,105.0,1.0,1.885,2.203,674.0,521.0,2.0,2.402,2.574,2016.0,1515.0,3.0,2.538,2.707
2012,17,13,3,0,11.938,7.655,137.0,101.0,1.0,2.432,2.514,681.0,516.0,2.0,2.502,2.599,2029.0,1518.0,3.0,2.578,2.728
2013,1,9,7,0,-0.125,0.584,132.0,106.0,1.0,1.881,2.068,680.0,519.0,2.0,2.399,2.503,2038.0,1525.0,3.0,2.566,2.719
2013,2,12,4,0,4.25,2.363,136.0,102.0,1.0,2.237,2.169,681.0,520.0,2.0,2.379,2.438,2050.0,1529.0,3.0,2.573,2.718
2013,3,11,5,0,8.188,4.105,139.0,100.0,1.0,2.919,2.572,683.0,521.0,2.0,2.426,2.454,2061.0,1534.0,3.0,2.597,2.724
2013,4,8,6,0,3.714,8.077,139.0,100.0,1.0,2.915,2.726,685.0,519.0,2.0,2.537,2.604,2069.0,1540.0,3.0,2.601,2.746
2013,5,8,6,0,5.0,6.313,138.0,101.0,1.0,3.093,3.016,686.0,518.0,2.0,2.605,2.683,2077.0,1546.0,3.0,2.611,2.76
2013,6,8,7,0,-0.467,-3.271,138.0,103.0,1.0,2.901,2.632,686.0,518.0,1.0,2.554,2.607,2085.0,1553.0,3.0,2.599,2.736
2013,7,9,6,0,0.733,3.422,141.0,102.0,1.0,3.163,3.069,690.0,513.0,1.0,2.619,2.692,2094.0,1559.0,3.0,2.591,2.738
2013,8,8,4,0,6.0,6.902,142.0,99.0,1.0,3.582,3.601,693.0,506.0,1.0,2.746,2.816,2102.0,1563.0,3.0,2.605,2.755
2013,9,8,5,0,1.462,2.698,142.0,99.0,0.0,3.62,3.817,690.0,507.0,1.0,2.634,2.748,2110.0,1568.0,3.0,2.6,2.755
2013,10,7,7,0,-1.071,-3.163,141.0,100.0,0.0,3.375,3.455,686.0,509.0,1.0,2.592,2.661,2117.0,1575.0,3.0,2.585,2.731
2013,11,12,3,0,7.533,7.465,146.0,94.0,0.0,3.818,3.66,691.0,503.0,1.0,2.694,2.732,2129.0,1578.0,3.0,2.605,2.75
2013,12,4,9,1,0.286,2.288,141.0,96.0,1.0,3.77,3.677,683.0,508.0,2.0,2.571,2.662,2133.0,1587.0,4.0,2.596,2.748
2013,13,9,6,0,4.2,4.644,140.0,96.0,1.0,3.474,3.44,683.0,507.0,2.0,2.619,2.73,2142.0,1593.0,4.0,2.602,2.756
2013,14,14,2,0,8.312,6.183,146.0,90.0,1.0,3.927,3.763,690.0,500.0,2.0,2.732,2.79,2156.0,1595.0,4.0,2.625,2.77
2013,15,7,9,0,-1.125,1.761,147.0,89.0,1.0,3.677,3.627,688.0,502.0,2.0,2.724,2.807,2163.0,1604.0,4.0,2.61,2.766
2013,16,8,8,0,2.625,3.023,142.0,94.0,1.0,3.095,3.337,684.0,508.0,2.0,2.596,2.705,2171.0,1612.0,4.0,2.61,2.767
2013,17,10,6,0,5.438,3.121,143.0,93.0,1.0,3.442,3.496,687.0,507.0,2.0,2.656,2.694,2181.0,1618.0,4.0,2.621,2.768
2014,1,10,6,0,1.875,1.146,141.0,95.0,1.0,3.294,3.42,689.0,507.0,2.0,2.616,2.679,2191.0,1624.0,4.0,2.619,2.762
2014,2,9,7,0,2.938,2.498,139.0,97.0,1.0,2.966,3.319,694.0,506.0,2.0,2.765,2.769,2200.0,1631.0,4.0,2.62,2.761
2014,3,9,7,0,2.5,1.882,140.0,98.0,1.0,2.89,2.932,695.0,508.0,2.0,2.729,2.781,2209.0,1638.0,4.0,2.619,2.757
2014,4,8,4,0,6.75,5.808,140.0,96.0,1.0,2.999,2.9,695.0,507.0,2.0,2.793,2.853,2217.0,1642.0,4.0,2.635,2.769
2014,5,11,4,0,8.8,7.601,143.0,93.0,1.0,3.578,3.58,696.0,506.0,2.0,2.852,2.89,2228.0,1646.0,4.0,2.659,2.788
2014,6,4,10,1,-4.0,-0.152,138.0,97.0,2.0,3.283,3.357,691.0,509.0,3.0,2.818,2.871,2232.0,1656.0,5.0,2.633,2.776
2014,7,12,3,0,7.4,7.554,142.0,96.0,2.0,3.37,3.397,690.0,509.0,3.0,2.802,2.865,2244.0,1659.0,5.0,2.652,2.795
2014,8,8,6,0,4.5,4.606,142.0,97.0,2.0,3.56,3.517,688.0,509.0,3.0,2.856,2.904,2252.0,1665.0,5.0,2.659,2.801
2014,9,8,5,0,4.538,2.109,143.0,95.0,2.0,3.911,3.846,688.0,506.0,3.0,2.833,2.853,2260.0,1670.0,5.0,2.666,2.799
2014,10,7,5,0,5.5,5.025,138.0,97.0,2.0,3.784,3.694,689.0,501.0,3.0,2.921,2.911,2267.0,1675.0,5.0,2.676,2.807
2014,11,7,7,0,0.143,1.009,141.0,95.0,1.0,3.775,3.614,686.0,502.0,3.0,2.873,2.933,2274.0,1682.0,5.0,2.667,2.8
2014,12,9,5,0,5.571,3.727,141.0,94.0,1.0,3.86,3.556,687.0,499.0,3.0,2.911,2.899,2283.0,1687.0,5.0,2.678,2.804
2014,13,9,7,0,6.625,7.402,136.0,99.0,1.0,3.755,3.632,684.0,502.0,3.0,2.909,2.897,2292.0,1694.0,5.0,2.693,2.821
2014,14,6,10,0,-7.312,-5.14,135.0,100.0,1.0,3.368,3.201,682.0,504.0,3.0,2.736,2.755,2298.0,1704.0,5.0,2.655,2.792
2014,15,9,7,0,0.438,-1.86,136.0,99.0,1.0,3.232,2.896,683.0,503.0,3.0,2.777,2.756,2307.0,1711.0,5.0,2.647,2.774
2014,16,9,7,0,0.062,5.253,135.0,100.0,1.0,2.895,3.029,684.0,504.0,3.0,2.776,2.819,2316.0,1718.0,5.0,2.638,2.783
2014,17,9,7,0,-0.312,-2.245,134.0,101.0,1.0,2.759,2.817,686.0,504.0,3.0,2.756,2.76,2325.0,1725.0,5.0,2.627,2.765
2015,1,10,6,0,0.375,1.658,135.0,100.0,1.0,2.599,2.765,688.0,504.0,3.0,2.764,2.778,2335.0,1731.0,5.0,2.619,2.761
2015,2,9,7,0,1.125,4.258,135.0,100.0,1.0,2.513,2.913,689.0,505.0,3.0,2.779,2.855,2344.0,1738.0,5.0,2.613,2.766
2015,3,8,8,0,4.812,2.165,135.0,104.0,1.0,2.392,2.686,689.0,509.0,3.0,2.779,2.81,2352.0,1746.0,5.0,2.621,2.764
2015,4,9,5,0,1.286,-0.217,133.0,105.0,1.0,1.922,2.197,691.0,508.0,3.0,2.79,2.757,2361.0,1751.0,5.0,2.616,2.753
2015,5,6,8,0,-1.143,-0.083,135.0,103.0,0.0,2.1,2.201,688.0,511.0,3.0,2.773,2.762,2367.0,1759.0,5.0,2.603,2.743
2015,6,8,6,0,0.786,2.777,131.0,106.0,0.0,1.687,1.903,687.0,510.0,3.0,2.787,2.821,2375.0,1765.0,5.0,2.596,2.743
2015,7,8,5,0,2.846,1.976,131.0,105.0,0.0,1.584,1.738,688.0,506.0,3.0,2.866,2.87,2383.0,1770.0,5.0,2.597,2.741
2015,8,8,5,0,6.077,6.17,131.0,105.0,0.0,1.68,1.992,689.0,502.0,3.0,2.88,2.9,2391.0,1775.0,5.0,2.609,2.753
2015,9,9,4,0,3.692,0.223,133.0,104.0,0.0,1.567,1.692,690.0,499.0,3.0,2.871,2.83,2400.0,1779.0,5.0,2.613,2.744
2015,10,3,11,0,-2.643,-3.553,129.0,108.0,0.0,1.393,1.407,684.0,503.0,3.0,2.826,2.795,2403.0,1790.0,5.0,2.595,2.721
2015,11,8,6,0,-1.071,-2.877,128.0,109.0,0.0,0.978,0.994,683.0,502.0,3.0,2.771,2.707,2411.0,1796.0,5.0,2.582,2.702
2015,12,9,7,0,4.938,6.25,128.0,109.0,0.0,0.872,0.922,682.0,503.0,3.0,2.761,2.74,2420.0,1803.0,5.0,2.59,2.714
2015,13,5,11,0,-5.625,-1.903,127.0,110.0,0.0,0.978,1.124,677.0,508.0,3.0,2.656,2.678,2425.0,1814.0,5.0,2.561,2.698
2015,14,9,7,0,4.188,3.898,127.0,110.0,0.0,1.212,1.484,675.0,510.0,3.0,2.605,2.627,2434.0,1821.0,5.0,2.567,2.702
2015,15,7,9,0,0.438,0.904,125.0,112.0,0.0,1.236,1.213,672.0,513.0,3.0,2.629,2.638,2441.0,1830.0,5.0,2.559,2.696
2015,16,11,5,0,4.062,4.118,127.0,110.0,0.0,1.509,1.61,675.0,510.0,3.0,2.664,2.662,2452.0,1835.0,5.0,2.565,2.701
2015,17,9,7,0,1.312,0.634,126.0,111.0,0.0,1.568,1.546,678.0,510.0,3.0,2.615,2.588,2461.0,1842.0,5.0,2.56,2.694
2016,1,7,9,0,1.25,1.241,124.0,113.0,0.0,1.575,1.358,674.0,517.0,3.0,2.518,2.551,2468.0,1851.0,5.0,2.556,2.689
2016,2,10,6,0,5.375,3.552,126.0,111.0,0.0,1.61,1.444,678.0,517.0,3.0,2.565,2.553,2478.0,1857.0,5.0,2.566,2.692
2016,3,9,7,0,5.688,5.928,126.0,113.0,0.0,1.886,1.828,677.0,521.0,3.0,2.584,2.575,2487.0,1864.0,5.0,2.576,2.703
2016,4,7,7,0,2.5,1.859,127.0,112.0,0.0,2.113,1.95,680.0,518.0,3.0,2.68,2.667,2494.0,1871.0,5.0,2.576,2.7
2016,5,7,7,0,-0.357,-2.031,126.0,113.0,0.0,2.042,1.649,681.0,515.0,3.0,2.673,2.65,2501.0,1878.0,5.0,2.566,2.684
2016,6,12,3,0,5.867,7.357,130.0,111.0,0.0,2.231,1.986,683.0,514.0,3.0,2.661,2.687,2513.0,1881.0,5.0,2.577,2.7
2016,7,8,5,1,1.643,1.314,130.0,111.0,1.0,1.954,1.682,683.0,511.0,4.0,2.679,2.697,2521.0,1886.0,6.0,2.574,2.695
2016,8,8,4,0,1.667,5.419,129.0,111.0,1.0,1.827,2.007,683.0,507.0,4.0,2.673,2.728,2529.0,1890.0,6.0,2.571,2.704
2016,9,7,6,0,-2.077,-0.223,133.0,106.0,1.0,1.862,2.215,680.0,507.0,4.0,2.55,2.646,2536.0,1896.0,6.0,2.555,2.694
2016,10,7,7,0,4.143,6.036,132.0,107.0,1.0,2.188,2.772,680.0,505.0,4.0,2.611,2.68,2543.0,1903.0,6.0,2.561,2.705
2016,11,8,5,0,2.308,0.642,131.0,105.0,1.0,2.024,2.422,677.0,505.0,4.0,2.529,2.616,2551.0,1908.0,6.0,2.56,2.699
2016,12,9,7,0,0.938,2.753,135.0,101.0,1.0,2.434,2.713,677.0,505.0,4.0,2.468,2.574,2560.0,1915.0,6.0,2.554,2.699
2016,13,9,6,0,6.2,6.862,135.0,100.0,1.0,2.56,2.898,677.0,504.0,4.0,2.506,2.626,2569.0,1921.0,6.0,2.566,2.712
2016,14,9,7,0,-0.062,2.475,137.0,98.0,1.0,2.529,2.996,672.0,509.0,4.0,2.397,2.56,2578.0,1928.0,6.0,2.558,2.712
2016,15,7,9,0,-0.25,-3.148,133.0,102.0,1.0,2.259,2.542,671.0,510.0,4.0,2.411,2.512,2585.0,1937.0,6.0,2.549,2.692
2016,16,11,5,0,6.312,5.473,135.0,100.0,1.0,2.572,2.844,674.0,508.0,4.0,2.525,2.609,2596.0,1942.0,6.0,2.561,2.702
2016,17,10,6,0,1.938,3.975,138.0,97.0,1.0,2.615,3.015,676.0,508.0,4.0,2.501,2.589,2606.0,1948.0,6.0,2.559,2.706
2017,1,7,8,0,-0.933,-0.31,135.0,99.0,1.0,2.22,2.774,674.0,511.0,4.0,2.463,2.564,2613.0,1956.0,6.0,2.548,2.696
2017,2,9,7,0,3.938,1.56,135.0,99.0,1.0,2.111,2.501,675.0,513.0,4.0,2.48,2.548,2622.0,1963.0,6.0,2.552,2.692
2017,3,10,5,0,2.0,4.342,138.0,97.0,1.0,2.08,2.656,679.0,511.0,4.0,2.548,2.647,2632.0,1968.0,6.0,2.55,2.698
2017,4,8,7,0,3.4,0.542,139.0,97.0,1.0,2.314,2.817,680.0,511.0,4.0,2.599,2.673,2640.0,1975.0,6.0,2.553,2.691
2017,5,4,10,0,-2.214,-1.116,131.0,104.0,1.0,1.809,2.287,676.0,516.0,3.0,2.561,2.669,2644.0,1985.0,6.0,2.538,2.678
2017,6,6,8,0,1.143,-1.519,129.0,107.0,0.0,1.778,2.11,674.0,518.0,3.0,2.539,2.617,2650.0,1993.0,6.0,2.533,2.665
2017,7,9,5,0,0.357,3.248,130.0,108.0,0.0,1.696,1.974,676.0,514.0,3.0,2.538,2.605,2659.0,1998.0,6.0,2.526,2.667
2017,8,8,4,0,6.25,3.482,131.0,106.0,0.0,2.217,2.206,675.0,511.0,3.0,2.603,2.624,2667.0,2002.0,6.0,2.538,2.669
2017,9,7,6,0,1.923,3.154,131.0,105.0,0.0,2.078,2.026,672.0,511.0,3.0,2.516,2.558,2674.0,2008.0,6.0,2.536,2.671
2017,10,8,6,0,1.429,3.135,131.0,106.0,0.0,2.023,2.182,672.0,509.0,3.0,2.52,2.584,2682.0,2014.0,6.0,2.533,2.672
2017,11,6,7,0,0.308,1.722,128.0,106.0,0.0,1.984,2.117,672.0,506.0,3.0,2.488,2.556,2688.0,2021.0,6.0,2.526,2.669
2017,12,10,6,0,3.25,0.314,129.0,106.0,0.0,1.799,1.708,669.0,509.0,3.0,2.379,2.465,2698.0,2027.0,6.0,2.528,2.662
2017,13,11,5,0,7.062,7.598,131.0,104.0,0.0,2.245,2.028,671.0,507.0,3.0,2.469,2.552,2709.0,2032.0,6.0,2.542,2.677
2017,14,10,6,0,0.812,2.934,134.0,101.0,0.0,2.311,2.408,669.0,509.0,3.0,2.426,2.559,2719.0,2038.0,6.0,2.537,2.678
2017,15,9,7,0,3.0,3.771,132.0,103.0,0.0,2.104,2.302,667.0,511.0,3.0,2.361,2.555,2728.0,2045.0,6.0,2.538,2.682
2017,16,11,5,0,4.875,4.892,133.0,102.0,0.0,2.288,2.359,670.0,510.0,3.0,2.376,2.516,2739.0,2050.0,6.0,2.545,2.688
2017,17,10,6,0,5.0,2.288,136.0,100.0,0.0,2.658,2.522,672.0,510.0,3.0,2.376,2.465,2749.0,2056.0,6.0,2.553,2.687
2018,1,8,7,1,-1.188,-1.82,135.0,100.0,1.0,2.338,2.31,672.0,510.0,4.0,2.367,2.483,2757.0,2063.0,7.0,2.541,2.673
2018,2,11,4,1,3.562,3.665,136.0,99.0,2.0,2.436,2.268,674.0,508.0,5.0,2.402,2.486,2768.0,2067.0,8.0,2.545,2.676
2018,3,10,6,0,3.938,2.405,138.0,98.0,2.0,2.469,2.385,676.0,510.0,5.0,2.377,2.43,2778.0,2073.0,8.0,2.549,2.676
2018,4,9,6,0,5.933,6.378,143.0,94.0,2.0,2.978,2.853,677.0,511.0,5.0,2.432,2.476,2787.0,2079.0,8.0,2.559,2.687
2018,5,12,3,0,8.333,7.507,149.0,89.0,2.0,3.428,3.417,682.0,507.0,5.0,2.55,2.61,2799.0,2082.0,8.0,2.577,2.702
2018,6,9,5,0,0.143,2.874,149.0,89.0,2.0,3.414,3.394,679.0,509.0,5.0,2.458,2.552,2808.0,2087.0,8.0,2.569,2.702
2018,7,5,8,0,-3.385,-2.819,146.0,93.0,2.0,2.812,3.0,680.0,508.0,4.0,2.412,2.488,2813.0,2095.0,8.0,2.551,2.685
2018,8,8,5,0,1.077,-0.771,147.0,92.0,2.0,2.759,2.755,679.0,507.0,4.0,2.373,2.421,2821.0,2100.0,8.0,2.547,2.675
2018,9,6,7,0,-0.923,0.318,145.0,93.0,2.0,2.612,2.578,671.0,512.0,4.0,2.257,2.347,2827.0,2107.0,8.0,2.536,2.668
2018,10,8,6,0,0.857,2.327,147.0,92.0,2.0,2.647,2.616,672.0,509.0,4.0,2.282,2.354,2835.0,2113.0,8.0,2.531,2.667
2018,11,8,5,0,5.769,7.159,145.0,91.0,2.0,2.804,3.044,672.0,506.0,4.0,2.321,2.406,2843.0,2118.0,8.0,2.541,2.68
2018,12,11,4,0,6.2,3.437,145.0,90.0,2.0,2.75,2.784,673.0,504.0,4.0,2.331,2.41,2854.0,2122.0,8.0,2.552,2.683
2018,13,10,6,0,3.0,3.732,145.0,90.0,2.0,2.887,2.834,673.0,504.0,4.0,2.345,2.442,2864.0,2128.0,8.0,2.553,2.686
2018,14,11,5,0,1.812,4.004,147.0,88.0,2.0,2.813,2.848,675.0,502.0,4.0,2.331,2.461,2875.0,2133.0,8.0,2.551,2.69
2018,15,9,7,0,4.625,5.17,145.0,90.0,2.0,2.797,2.866,675.0,502.0,4.0,2.357,2.502,2884.0,2140.0,8.0,2.557,2.697
2018,16,9,7,0,-1.562,-0.638,144.0,91.0,2.0,2.387,2.683,676.0,505.0,4.0,2.254,2.422,2893.0,2147.0,8.0,2.545,2.687
2018,17,8,8,0,0.75,-3.006,144.0,92.0,1.0,2.508,2.609,673.0,509.0,4.0,2.153,2.289,2901.0,2155.0,8.0,2.54,2.67
2019,1,8,7,1,-2.0,-2.649,141.0,95.0,1.0,2.16,2.214,677.0,506.0,4.0,2.178,2.258,2909.0,2162.0,9.0,2.527,2.655
2019,2,6,10,0,-6.5,-3.815,137.0,99.0,1.0,1.508,1.826,671.0,513.0,4.0,2.004,2.116,2915.0,2172.0,9.0,2.5,2.636
2019,3,9,7,0,2.688,-0.046,137.0,100.0,1.0,1.305,1.424,672.0,514.0,4.0,1.981,2.058,2924.0,2179.0,9.0,2.501,2.628
2019,4,4,11,0,-3.733,-2.744,129.0,108.0,1.0,0.551,0.783,668.0,520.0,4.0,1.878,1.997,2928.0,2190.0,9.0,2.483,2.612
2019,5,6,8,0,0.643,-1.502,126.0,111.0,1.0,0.582,0.51,667.0,523.0,4.0,1.817,1.915,2934.0,2198.0,9.0,2.477,2.6
2019,6,7,6,0,2.0,2.354,128.0,109.0,1.0,0.919,0.833,667.0,522.0,4.0,1.841,1.932,2941.0,2204.0,9.0,2.476,2.6
2019,7,5,9,0,-5.786,-2.811,125.0,113.0,1.0,0.49,0.706,663.0,526.0,4.0,1.699,1.85,2946.0,2213.0,9.0,2.452,2.584
2019,8,10,4,0,6.571,1.624,129.0,110.0,1.0,0.958,0.787,664.0,523.0,4.0,1.698,1.778,2956.0,2217.0,9.0,2.464,2.581
2019,9,11,2,0,5.692,7.906,132.0,106.0,1.0,1.261,1.136,669.0,515.0,4.0,1.861,1.941,2967.0,2219.0,9.0,2.473,2.597
2019,10,8,5,0,-2.0,-1.035,132.0,106.0,1.0,0.775,0.624,668.0,513.0,4.0,1.83,1.952,2975.0,2224.0,9.0,2.46,2.586
2019,11,7,6,0,0.538,0.684,128.0,108.0,1.0,0.421,0.452,666.0,512.0,4.0,1.836,1.895,2982.0,2230.0,9.0,2.455,2.581
2019,12,10,4,0,4.857,3.819,128.0,106.0,1.0,0.537,0.457,667.0,509.0,4.0,1.901,1.97,2992.0,2234.0,9.0,2.462,2.584
2019,13,8,8,0,-1.75,0.487,125.0,109.0,1.0,0.315,0.237,665.0,511.0,4.0,1.874,1.956,3000.0,2242.0,9.0,2.45,2.578
2019,14,9,7,0,-0.812,-1.622,125.0,109.0,1.0,-0.025,-0.187,665.0,511.0,4.0,1.85,1.882,3009.0,2249.0,9.0,2.441,2.567
2019,15,7,9,0,1.312,2.149,123.0,111.0,1.0,0.154,-0.013,664.0,512.0,4.0,1.806,1.882,3016.0,2258.0,9.0,2.437,2.565
2019,16,8,8,0,-0.688,-0.935,123.0,111.0,1.0,0.065,0.116,663.0,515.0,4.0,1.781,1.873,3024.0,2266.0,9.0,2.429,2.556
2019,17,7,9,0,-0.062,0.112,122.0,113.0,0.0,0.186,0.289,664.0,516.0,4.0,1.795,1.875,3031.0,2275.0,9.0,2.422,2.549
2020,1,8,8,0,3.0,3.047,124.0,111.0,0.0,0.779,0.718,664.0,518.0,4.0,1.823,1.879,3039.0,2283.0,9.0,2.423,2.55
2020,2,11,5,0,2.562,4.373,126.0,109.0,0.0,0.772,0.994,667.0,518.0,4.0,1.819,1.909,3050.0,2288.0,9.0,2.424,2.555
2020,3,6,9,1,-1.312,-2.359,128.0,107.0,1.0,0.923,1.018,665.0,522.0,5.0,1.727,1.802,3056.0,2297.0,10.0,2.413,2.542
2020,4,6,9,0,-0.867,-0.671,128.0,108.0,1.0,0.828,1.07,662.0,527.0,5.0,1.67,1.791,3062.0,2306.0,10.0,2.404,2.533
2020,5,9,5,0,0.786,-3.465,130.0,107.0,1.0,0.753,0.706,668.0,521.0,5.0,1.713,1.792,3071.0,2311.0,10.0,2.4,2.516
2020,6,7,7,0,1.071,0.734,132.0,105.0,1.0,1.181,0.928,667.0,522.0,5.0,1.739,1.837,3078.0,2318.0,10.0,2.396,2.511
2020,7,6,8,0,-4.0,-2.61,128.0,109.0,1.0,0.52,0.663,664.0,523.0,5.0,1.628,1.726,3084.0,2326.0,10.0,2.378,2.497
2020,8,7,7,0,1.643,2.283,124.0,114.0,1.0,0.267,0.312,666.0,519.0,5.0,1.718,1.779,3091.0,2333.0,10.0,2.376,2.496
2020,9,5,9,0,-3.357,-1.241,121.0,118.0,1.0,0.183,0.299,662.0,521.0,5.0,1.624,1.715,3096.0,2342.0,10.0,2.361,2.486
2020,10,11,3,0,4.429,3.404,125.0,115.0,1.0,0.426,0.469,666.0,515.0,5.0,1.674,1.746,3107.0,2345.0,10.0,2.366,2.489
2020,11,9,5,0,2.929,5.147,124.0,116.0,1.0,0.305,0.552,664.0,515.0,5.0,1.66,1.759,3116.0,2350.0,10.0,2.368,2.496
2020,12,6,10,0,-3.062,-1.293,122.0,118.0,1.0,0.223,0.441,661.0,518.0,5.0,1.605,1.735,3122.0,2360.0,10.0,2.353,2.486
2020,13,5,9,0,-2.714,-8.113,118.0,120.0,1.0,0.104,0.035,659.0,518.0,5.0,1.556,1.618,3127.0,2369.0,10.0,2.34,2.457
2020,14,7,8,0,0.867,4.839,118.0,119.0,1.0,0.077,0.203,656.0,520.0,5.0,1.499,1.634,3134.0,2377.0,10.0,2.336,2.463
2020,15,8,8,0,1.875,1.433,118.0,119.0,1.0,0.237,0.351,655.0,521.0,5.0,1.452,1.578,3142.0,2385.0,10.0,2.334,2.461
2020,16,9,7,0,-0.5,-0.568,120.0,117.0,1.0,0.209,0.309,657.0,521.0,5.0,1.414,1.547,3151.0,2392.0,10.0,2.327,2.453
2020,17,7,8,0,-1.133,-0.445,119.0,117.0,1.0,-0.049,0.091,657.0,522.0,5.0,1.404,1.567,3158.0,2400.0,10.0,2.318,2.445
2021,1,7,8,0,-2.733,-2.315,115.0,120.0,1.0,-0.38,-0.328,652.0,527.0,5.0,1.297,1.446,3165.0,2408.0,10.0,2.304,2.432
2021,2,8,8,0,-0.75,0.228,117.0,119.0,0.0,-0.345,-0.166,652.0,530.0,4.0,1.267,1.433,3173.0,2416.0,10.0,2.296,2.426
2021,3,8,8,0,3.375,3.902,119.0,118.0,0.0,-0.08,0.12,652.0,534.0,4.0,1.288,1.414,3181.0,2424.0,10.0,2.299,2.43
2021,4,7,9,0,0.438,-1.07,117.0,122.0,0.0,-0.101,0.27,652.0,537.0,4.0,1.32,1.403,3188.0,2433.0,10.0,2.294,2.421
2021,5,7,8,0,0.267,0.919,117.0,123.0,0.0,-0.152,0.281,652.0,538.0,4.0,1.271,1.339,3195.0,2441.0,10.0,2.289,2.417
2021,6,4,9,0,-5.154,-1.135,115.0,124.0,0.0,-0.224,0.373,648.0,542.0,4.0,1.178,1.317,3199.0,2450.0,10.0,2.269,2.408
2021,7,9,4,0,11.077,6.295,117.0,121.0,0.0,0.366,0.624,648.0,539.0,4.0,1.305,1.361,3208.0,2454.0,10.0,2.292,2.418
2021,8,6,9,0,-1.867,-1.91,118.0,121.0,0.0,0.459,0.582,645.0,542.0,4.0,1.204,1.251,3214.0,2463.0,10.0,2.281,2.407
2021,9,7,7,0,-3.143,-4.198,114.0,125.0,0.0,-0.014,0.107,643.0,542.0,4.0,1.165,1.168,3221.0,2470.0,10.0,2.267,2.389
2021,10,8,5,1,3.071,4.116,113.0,125.0,1.0,-0.005,0.043,644.0,538.0,5.0,1.207,1.259,3229.0,2475.0,11.0,2.269,2.394
2021,11,6,9,0,-4.933,-5.953,113.0,124.0,1.0,-0.122,-0.248,639.0,542.0,5.0,1.066,1.116,3235.0,2484.0,11.0,2.25,2.372
2021,12,9,6,0,4.733,5.529,117.0,121.0,1.0,0.343,0.604,638.0,542.0,5.0,1.101,1.135,3244.0,2490.0,11.0,2.257,2.38
2021,13,6,8,0,-2.929,-1.157,116.0,121.0,1.0,0.106,0.229,637.0,542.0,5.0,1.076,1.125,3250.0,2498.0,11.0,2.243,2.371
2021,14,8,6,0,4.857,3.05,116.0,119.0,1.0,0.292,0.33,636.0,541.0,5.0,1.088,1.144,3258.0,2504.0,11.0,2.25,2.373
2021,15,8,8,0,2.25,2.831,115.0,120.0,1.0,0.464,0.543,634.0,544.0,5.0,1.091,1.125,3266.0,2512.0,11.0,2.25,2.374
2021,16,10,6,0,4.562,3.477,118.0,118.0,1.0,0.82,0.788,636.0,543.0,5.0,1.106,1.161,3276.0,2518.0,11.0,2.256,2.377
2021,17,11,5,0,12.812,9.641,122.0,115.0,1.0,1.792,1.535,643.0,538.0,5.0,1.293,1.296,3287.0,2523.0,11.0,2.283,2.395
2021,18,8,8,0,1.438,4.09,122.0,115.0,1.0,1.928,1.777,645.0,538.0,5.0,1.297,1.366,3295.0,2531.0,11.0,2.281,2.4
